,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
16068015, Griefstedt,18 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16068016, Großbrembach,44 ,2 ,6 ,16 ,9 ,0 ,0 ,0 ,0 ,0 ,21 ,1 ,4 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 
16068017, Großmölsen,13 ,0 ,1 ,6 ,4 ,2 ,0 ,0 ,1 ,1 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,4 ,3 ,2 ,0 ,0 ,1 ,1 
16068018, Großmonra,45 ,0 ,5 ,17 ,7 ,1 ,0 ,0 ,0 ,0 ,25 ,0 ,4 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,7 ,2 ,1 ,0 ,0 ,0 ,0 
16068019, Großneuhausen,44 ,0 ,4 ,15 ,8 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,4 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,1 ,10 ,4 ,1 ,0 ,0 ,0 ,0 
16068021, Großrudestedt,70 ,1 ,8 ,31 ,18 ,0 ,0 ,0 ,0 ,0 ,36 ,1 ,3 ,18 ,12 ,0 ,0 ,0 ,0 ,0 ,35 ,1 ,5 ,12 ,7 ,0 ,0 ,0 ,0 ,0 
16068022, Günstedt,63 ,1 ,5 ,27 ,16 ,0 ,0 ,0 ,0 ,0 ,33 ,1 ,3 ,17 ,10 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,1 ,10 ,6 ,0 ,0 ,0 ,0 ,0 
16068023, Guthmannshausen,65 ,1 ,10 ,19 ,9 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,4 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,45 ,0 ,6 ,11 ,5 ,0 ,0 ,0 ,0 ,0 
16068024, Hardisleben,26 ,0 ,2 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16068025, Haßleben,60 ,1 ,5 ,23 ,15 ,0 ,0 ,0 ,0 ,0 ,32 ,1 ,5 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,1 ,8 ,5 ,0 ,0 ,0 ,0 ,0 
16068026, Henschleben,21 ,1 ,3 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,4 ,3 ,1 ,0 ,0 ,0 ,0 
16068027, Herrnschwende,22 ,0 ,1 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
16068028, Kannawurf,65 ,0 ,5 ,27 ,14 ,0 ,0 ,0 ,0 ,0 ,32 ,0 ,3 ,14 ,8 ,0 ,0 ,0 ,0 ,0 ,32 ,0 ,2 ,13 ,6 ,0 ,0 ,0 ,0 ,0 
16068029," Kindelbrück, Stadt",160 ,1 ,8 ,61 ,26 ,2 ,0 ,0 ,1 ,0 ,63 ,1 ,4 ,32 ,11 ,1 ,0 ,0 ,1 ,0 ,97 ,0 ,4 ,29 ,15 ,1 ,0 ,0 ,0 ,0 
16068031, Kleinbrembach,16 ,0 ,0 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16068032, Kleinmölsen,18 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16068033, Kleinneuhausen,29 ,0 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16068034," Kölleda, Stadt",375 ,3 ,30 ,121 ,73 ,4 ,0 ,0 ,1 ,1 ,123 ,2 ,13 ,54 ,37 ,0 ,0 ,0 ,0 ,0 ,252 ,1 ,17 ,66 ,36 ,4 ,0 ,0 ,1 ,1 
16068035, Mannstedt,27 ,0 ,3 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16068036, Markvippach,22 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16068037, Nöda,37 ,1 ,2 ,15 ,10 ,1 ,0 ,0 ,1 ,1 ,21 ,1 ,2 ,11 ,7 ,1 ,0 ,0 ,1 ,1 ,16 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16068038, Olbersleben,48 ,0 ,2 ,22 ,13 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,1 ,14 ,10 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,8 ,3 ,0 ,0 ,0 ,0 ,0 
16068039, Ollendorf,23 ,0 ,2 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,6 ,5 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
16068041, Ostramondra,38 ,0 ,3 ,19 ,10 ,1 ,0 ,0 ,1 ,0 ,20 ,0 ,2 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
16068042," Rastenberg, Stadt",169 ,1 ,13 ,67 ,46 ,0 ,0 ,0 ,0 ,0 ,67 ,0 ,9 ,30 ,25 ,0 ,0 ,0 ,0 ,0 ,102 ,0 ,4 ,37 ,22 ,0 ,0 ,0 ,0 ,0 
16068043, Riethgen,22 ,0 ,1 ,14 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
16068044, Riethnordhausen,45 ,0 ,5 ,17 ,11 ,1 ,0 ,0 ,0 ,0 ,26 ,0 ,4 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,1 ,6 ,5 ,1 ,0 ,0 ,0 ,0 
16068045, Ringleben,26 ,0 ,2 ,9 ,8 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,5 ,5 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16068046, Rudersdorf,17 ,0 ,1 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16068047, Schillingstedt,24 ,0 ,2 ,10 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
16068048, Schloßvippach,60 ,1 ,6 ,24 ,17 ,0 ,0 ,0 ,0 ,0 ,38 ,1 ,5 ,20 ,14 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
16068049, Schwerstedt,33 ,1 ,2 ,14 ,6 ,0 ,0 ,0 ,0 ,0 ,21 ,1 ,2 ,9 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16068051," Sömmerda, Stadt","1,450 ",16 ,134 ,521 ,318 ,24 ,0 ,0 ,8 ,6 ,491 ,7 ,59 ,241 ,177 ,6 ,0 ,0 ,4 ,4 ,959 ,9 ,75 ,280 ,140 ,18 ,0 ,0 ,4 ,2 
16068052, Sprötau,56 ,0 ,5 ,14 ,7 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,2 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,38 ,0 ,3 ,7 ,2 ,0 ,0 ,0 ,0 ,0 
16068053, Straußfurt,148 ,2 ,15 ,58 ,35 ,2 ,0 ,0 ,1 ,1 ,58 ,1 ,9 ,31 ,20 ,0 ,0 ,0 ,0 ,0 ,90 ,1 ,6 ,26 ,15 ,2 ,0 ,0 ,1 ,1 
16068055, Udestedt,40 ,1 ,5 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,3 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 
16068056, Vogelsberg,33 ,0 ,2 ,14 ,12 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 
16068057, Walschleben,84 ,2 ,7 ,35 ,24 ,0 ,0 ,0 ,0 ,0 ,41 ,1 ,6 ,20 ,18 ,0 ,0 ,0 ,0 ,0 ,43 ,1 ,1 ,15 ,6 ,0 ,0 ,0 ,0 ,0 
16068058," Weißensee, Stadt",270 ,1 ,23 ,104 ,54 ,2 ,0 ,0 ,0 ,0 ,110 ,1 ,13 ,46 ,33 ,0 ,0 ,0 ,0 ,0 ,159 ,0 ,10 ,58 ,22 ,1 ,0 ,0 ,0 ,0 
16068059, Werningshausen,42 ,0 ,4 ,19 ,13 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 
16068061, Witterda,39 ,0 ,2 ,14 ,9 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16068062, Wundersleben,28 ,0 ,4 ,12 ,10 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,3 ,8 ,8 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
16069, Hildburghausen,"2,850 ",38 ,308 ,"1,031 ",631 ,53 ,0 ,3 ,9 ,5 ,"1,309 ",21 ,192 ,560 ,377 ,9 ,0 ,0 ,3 ,2 ,"1,541 ",17 ,115 ,471 ,254 ,44 ,0 ,3 ,6 ,2 
16069001, Ahlstädt,5 ,0 ,2 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16069002," Bad Colberg-Heldburg, Stadt",84 ,2 ,10 ,26 ,13 ,0 ,0 ,0 ,0 ,0 ,46 ,1 ,7 ,18 ,10 ,0 ,0 ,0 ,0 ,0 ,38 ,1 ,3 ,8 ,3 ,0 ,0 ,0 ,0 ,0 
16069003, Beinerstadt,14 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16069004, Bischofrod,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16069005, Bockstadt,6 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16069006, Brünn/Thür.,12 ,1 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,1 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16069008, Dingsleben,7 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16069009, Ehrenberg,6 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16069011, Eichenberg,7 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16069012," Eisfeld, Stadt",240 ,3 ,24 ,85 ,52 ,3 ,0 ,0 ,0 ,0 ,108 ,2 ,14 ,45 ,29 ,1 ,0 ,0 ,0 ,0 ,132 ,1 ,11 ,40 ,22 ,2 ,0 ,0 ,0 ,0 
16069014, Gleichamberg,108 ,1 ,12 ,35 ,21 ,0 ,0 ,0 ,0 ,0 ,66 ,1 ,9 ,22 ,14 ,0 ,0 ,0 ,0 ,0 ,42 ,0 ,2 ,13 ,7 ,0 ,0 ,0 ,0 ,0 
16069015, Gompertshausen,15 ,0 ,2 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16069016, Grimmelshausen,9 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16069017, Grub,10 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16069018, Haina,28 ,1 ,4 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,3 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16069019, Hellingen,42 ,0 ,4 ,22 ,14 ,2 ,0 ,0 ,1 ,1 ,27 ,0 ,4 ,14 ,9 ,2 ,0 ,0 ,1 ,1 ,15 ,0 ,0 ,8 ,5 ,0 ,0 ,0 ,0 ,0 
16069021, Henfstädt,15 ,0 ,2 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
16069024," Hildburghausen, Stadt",701 ,10 ,76 ,231 ,136 ,36 ,0 ,3 ,8 ,4 ,206 ,4 ,34 ,90 ,64 ,4 ,0 ,0 ,2 ,2 ,495 ,7 ,41 ,141 ,71 ,33 ,0 ,3 ,6 ,2 
16069025, Kloster Veßra,16 ,0 ,4 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,3 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16069026, Lengfeld,17 ,0 ,1 ,8 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16069028, Marisfeld,16 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16069031, Mendhausen,21 ,0 ,1 ,8 ,6 ,1 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,5 ,4 ,1 ,0 ,0 ,0 ,0 
16069032, Milz,20 ,0 ,5 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,4 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16069035, Oberstadt,19 ,0 ,3 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16069037, Reurieth,31 ,1 ,4 ,13 ,6 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,3 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
16069038," Römhild, Stadt",106 ,2 ,11 ,39 ,20 ,2 ,0 ,0 ,0 ,0 ,48 ,1 ,6 ,19 ,14 ,1 ,0 ,0 ,0 ,0 ,58 ,1 ,4 ,20 ,7 ,2 ,0 ,0 ,0 ,0 
16069039, Sachsenbrunn,72 ,1 ,10 ,32 ,18 ,0 ,0 ,0 ,0 ,0 ,41 ,1 ,7 ,17 ,10 ,0 ,0 ,0 ,0 ,0 ,31 ,0 ,3 ,15 ,7 ,0 ,0 ,0 ,0 ,0 
16069041, Schlechtsart,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
16069042, Schleusegrund,75 ,1 ,7 ,32 ,19 ,2 ,0 ,0 ,0 ,0 ,40 ,1 ,6 ,18 ,11 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,1 ,14 ,8 ,1 ,0 ,0 ,0 ,0 
16069043," Schleusingen, Stadt",243 ,3 ,24 ,87 ,58 ,2 ,0 ,0 ,0 ,0 ,92 ,2 ,14 ,41 ,31 ,0 ,0 ,0 ,0 ,0 ,151 ,1 ,10 ,46 ,26 ,2 ,0 ,0 ,0 ,0 
16069044, Schmeheim,14 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,2 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
16069046, Schweickershausen,8 ,0 ,0 ,6 ,2 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
16069047, St.Bernhard,13 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16069048, St.Kilian,100 ,2 ,11 ,40 ,30 ,0 ,0 ,0 ,0 ,0 ,54 ,1 ,10 ,24 ,18 ,0 ,0 ,0 ,0 ,0 ,46 ,1 ,2 ,16 ,12 ,0 ,0 ,0 ,0 ,0 
16069049, Straufhain,100 ,1 ,10 ,34 ,23 ,0 ,0 ,0 ,0 ,0 ,56 ,1 ,8 ,18 ,13 ,0 ,0 ,0 ,0 ,0 ,44 ,0 ,2 ,16 ,10 ,0 ,0 ,0 ,0 ,0 
16069051," Themar, Stadt",179 ,3 ,16 ,58 ,36 ,3 ,0 ,0 ,0 ,0 ,71 ,2 ,7 ,32 ,22 ,1 ,0 ,0 ,0 ,0 ,108 ,1 ,8 ,27 ,14 ,2 ,0 ,0 ,0 ,0 
16069052," Ummerstadt, Stadt",18 ,0 ,1 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
16069053, Veilsdorf,126 ,1 ,17 ,37 ,22 ,0 ,0 ,0 ,0 ,0 ,61 ,1 ,11 ,21 ,15 ,0 ,0 ,0 ,0 ,0 ,65 ,0 ,6 ,16 ,7 ,0 ,0 ,0 ,0 ,0 
16069055, Westenfeld,17 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16069056, Westhausen,10 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16069058, Auengrund,107 ,1 ,10 ,41 ,30 ,0 ,0 ,0 ,0 ,0 ,64 ,0 ,7 ,28 ,22 ,0 ,0 ,0 ,0 ,0 ,43 ,0 ,3 ,13 ,7 ,0 ,0 ,0 ,0 ,0 
16069059, Nahetal-Waldau,102 ,1 ,10 ,38 ,24 ,0 ,0 ,0 ,0 ,0 ,61 ,1 ,7 ,29 ,19 ,0 ,0 ,0 ,0 ,0 ,41 ,0 ,3 ,9 ,4 ,0 ,0 ,0 ,0 ,0 
16069061, Masserberg,105 ,2 ,12 ,48 ,32 ,0 ,0 ,0 ,0 ,0 ,54 ,1 ,9 ,28 ,18 ,0 ,0 ,0 ,0 ,0 ,51 ,1 ,3 ,19 ,15 ,0 ,0 ,0 ,0 ,0 
16070, Ilm-Kreis,"5,994 ",56 ,486 ,"2,196 ","1,338 ",132 ,1 ,6 ,28 ,16 ,"1,998 ",21 ,229 ,971 ,683 ,25 ,0 ,1 ,2 ,1 ,"3,997 ",35 ,257 ,"1,225 ",654 ,107 ,1 ,4 ,26 ,14 
16070001, Alkersleben,15 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
16070002, Altenfeld,34 ,0 ,3 ,18 ,12 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,19 ,0 ,1 ,10 ,6 ,0 ,0 ,0 ,0 ,0 
16070003, Angelroda,13 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
16070004," Arnstadt, Stadt","1,749 ",16 ,158 ,578 ,336 ,54 ,1 ,4 ,11 ,7 ,413 ,4 ,55 ,190 ,136 ,8 ,0 ,1 ,0 ,0 ,"1,336 ",13 ,102 ,388 ,200 ,46 ,1 ,3 ,11 ,7 
16070005, Böhlen,15 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 
16070006, Bösleben-Wüllersleben,27 ,0 ,2 ,14 ,9 ,1 ,0 ,0 ,1 ,1 ,18 ,0 ,2 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,6 ,4 ,1 ,0 ,0 ,1 ,1 
16070008, Dornheim,23 ,0 ,2 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
16070011, Elgersburg,56 ,1 ,6 ,22 ,12 ,2 ,0 ,0 ,2 ,1 ,25 ,1 ,4 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,31 ,0 ,2 ,12 ,6 ,2 ,0 ,0 ,2 ,1 
16070012, Elleben,24 ,0 ,1 ,9 ,4 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
16070013, Elxleben,19 ,0 ,1 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
16070014, Frankenhain,39 ,0 ,1 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,1 ,11 ,7 ,0 ,0 ,0 ,0 ,0 
16070015, Frauenwald,51 ,1 ,4 ,24 ,18 ,0 ,0 ,0 ,0 ,0 ,22 ,1 ,2 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,1 ,14 ,10 ,0 ,0 ,0 ,0 ,0 
16070016, Friedersdorf,12 ,0 ,1 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
16070017, Gehlberg,26 ,0 ,3 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,8 ,6 ,0 ,0 ,0 ,0 ,0 
16070018," Gehren, Stadt",158 ,1 ,10 ,60 ,40 ,1 ,0 ,0 ,0 ,0 ,65 ,0 ,5 ,32 ,24 ,1 ,0 ,0 ,0 ,0 ,93 ,0 ,5 ,28 ,16 ,0 ,0 ,0 ,0 ,0 
16070019, Geraberg,96 ,1 ,9 ,35 ,19 ,0 ,0 ,0 ,0 ,0 ,49 ,1 ,6 ,24 ,14 ,0 ,0 ,0 ,0 ,0 ,48 ,0 ,3 ,12 ,5 ,0 ,0 ,0 ,0 ,0 
16070021, Geschwenda,83 ,0 ,7 ,36 ,24 ,0 ,0 ,0 ,0 ,0 ,40 ,0 ,5 ,21 ,14 ,0 ,0 ,0 ,0 ,0 ,43 ,0 ,2 ,15 ,9 ,0 ,0 ,0 ,0 ,0 
16070022, Gillersdorf,13 ,0 ,1 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
16070023, Gossel,26 ,0 ,1 ,12 ,10 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,1 ,8 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
