,Bundesland,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 1)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 6)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 11)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 16)",,,,"ins-
gesamt","ausgewählte Altersgruppen 
dar. (Spalte 21)",,,,darunter Ausländer,"ausgewählte Altersgruppen 
dar. (Spalte 26)",,,
,"Regierungsbezirk
Kreis",,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter  20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre,,15 bis unter 20 Jahre,15 bis unter 25 Jahre,50 bis unter 65 Jahre,55 bis unter 65 Jahre
Schlüssel,Gemeinde,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22 ,23 ,24 ,25 ,26 ,27 ,28 ,29 ,30 
12069696," Ziesar, Stadt",195 ,3 ,16 ,90 ,50 ,4 ,0 ,0 ,1 ,0 ,49 ,0 ,4 ,29 ,21 ,1 ,0 ,0 ,0 ,0 ,146 ,2 ,11 ,61 ,29 ,3 ,0 ,0 ,1 ,0 
12070, Prignitz,"5,340 ",54 ,400 ,"2,149 ","1,217 ",86 ,3 ,9 ,16 ,9 ,"1,620 ",18 ,165 ,870 ,622 ,15 ,0 ,2 ,2 ,2 ,"3,720 ",36 ,235 ,"1,280 ",596 ,70 ,3 ,7 ,14 ,7 
12070008," Bad Wilsnack, Stadt",133 ,1 ,6 ,77 ,51 ,1 ,0 ,0 ,0 ,0 ,53 ,1 ,3 ,37 ,27 ,0 ,0 ,0 ,0 ,0 ,80 ,0 ,3 ,41 ,24 ,1 ,0 ,0 ,0 ,0 
12070028, Berge,41 ,1 ,3 ,18 ,10 ,1 ,0 ,0 ,0 ,0 ,17 ,1 ,2 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,0 ,9 ,2 ,1 ,0 ,0 ,0 ,0 
12070052, Breese,56 ,1 ,8 ,21 ,13 ,0 ,0 ,0 ,0 ,0 ,27 ,0 ,4 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,29 ,1 ,4 ,8 ,3 ,0 ,0 ,0 ,0 ,0 
12070060, Cumlosen,32 ,1 ,3 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,22 ,1 ,3 ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
12070096, Gerdshagen,42 ,0 ,3 ,15 ,7 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,2 ,5 ,1 ,0 ,0 ,0 ,0 ,0 
12070125, Groß Pankow (Prignitz),254 ,1 ,15 ,119 ,63 ,2 ,0 ,0 ,1 ,1 ,101 ,0 ,9 ,55 ,40 ,1 ,0 ,0 ,1 ,1 ,153 ,1 ,6 ,64 ,23 ,1 ,0 ,0 ,1 ,0 
12070145, Gülitz-Reetz,27 ,0 ,2 ,15 ,5 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,2 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,8 ,1 ,0 ,0 ,0 ,0 ,0 
12070149, Gumtow,258 ,2 ,13 ,123 ,62 ,2 ,0 ,0 ,0 ,0 ,84 ,1 ,7 ,45 ,27 ,0 ,0 ,0 ,0 ,0 ,174 ,1 ,6 ,77 ,35 ,1 ,0 ,0 ,0 ,0 
12070153, Halenbeck-Rohlsdorf,57 ,0 ,4 ,26 ,14 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,2 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,2 ,17 ,8 ,0 ,0 ,0 ,0 ,0 
12070173, Karstädt,413 ,3 ,21 ,196 ,117 ,1 ,0 ,0 ,0 ,0 ,148 ,2 ,11 ,84 ,61 ,1 ,0 ,0 ,0 ,0 ,265 ,1 ,10 ,111 ,56 ,1 ,0 ,0 ,0 ,0 
12070222, Kümmernitztal,27 ,0 ,1 ,15 ,9 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,6 ,2 ,0 ,0 ,0 ,0 ,0 
12070236, Lanz,38 ,0 ,1 ,19 ,11 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,0 ,9 ,5 ,0 ,0 ,0 ,0 ,0 
12070241, Legde/Quitzöbel,41 ,1 ,4 ,20 ,12 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,3 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,1 ,11 ,5 ,0 ,0 ,0 ,0 ,0 
12070244," Lenzen (Elbe), Stadt",146 ,1 ,12 ,56 ,35 ,0 ,0 ,0 ,0 ,0 ,49 ,0 ,7 ,23 ,17 ,0 ,0 ,0 ,0 ,0 ,97 ,1 ,5 ,33 ,17 ,0 ,0 ,0 ,0 ,0 
12070246, Lenzerwische,22 ,0 ,1 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
12070266, Marienfließ,44 ,1 ,2 ,23 ,15 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,1 ,14 ,12 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,1 ,9 ,3 ,0 ,0 ,0 ,0 ,0 
12070280," Meyenburg, Stadt",127 ,0 ,6 ,55 ,30 ,2 ,0 ,0 ,0 ,0 ,55 ,0 ,4 ,28 ,20 ,0 ,0 ,0 ,0 ,0 ,72 ,0 ,2 ,26 ,10 ,2 ,0 ,0 ,0 ,0 
12070296," Perleberg, Stadt",831 ,10 ,72 ,298 ,177 ,24 ,1 ,2 ,5 ,4 ,217 ,3 ,23 ,120 ,90 ,3 ,0 ,0 ,0 ,0 ,613 ,7 ,49 ,179 ,87 ,21 ,0 ,1 ,4 ,3 
12070300, Pirow,21 ,0 ,1 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
12070302, Plattenburg,223 ,2 ,16 ,90 ,44 ,3 ,0 ,0 ,0 ,0 ,69 ,1 ,5 ,33 ,18 ,2 ,0 ,0 ,0 ,0 ,154 ,1 ,11 ,57 ,26 ,1 ,0 ,0 ,0 ,0 
12070316," Pritzwalk, Stadt",890 ,8 ,84 ,317 ,190 ,5 ,0 ,0 ,0 ,0 ,276 ,3 ,32 ,144 ,106 ,1 ,0 ,0 ,0 ,0 ,613 ,6 ,52 ,173 ,84 ,4 ,0 ,0 ,0 ,0 
12070325," Putlitz, Stadt",172 ,1 ,8 ,74 ,36 ,2 ,0 ,0 ,0 ,0 ,62 ,0 ,4 ,33 ,20 ,0 ,0 ,0 ,0 ,0 ,110 ,1 ,4 ,41 ,16 ,1 ,0 ,0 ,0 ,0 
12070348, Rühstädt,31 ,0 ,1 ,18 ,10 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,0 ,14 ,7 ,0 ,0 ,0 ,0 ,0 
12070393, Triglitz,31 ,0 ,1 ,18 ,13 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,12 ,9 ,1 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
12070416, Weisen,38 ,1 ,4 ,14 ,8 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,22 ,1 ,1 ,8 ,4 ,0 ,0 ,0 ,0 ,0 
12070424," Wittenberge, Stadt","1,347 ",18 ,108 ,488 ,263 ,40 ,2 ,6 ,9 ,4 ,262 ,4 ,37 ,134 ,98 ,4 ,0 ,1 ,0 ,0 ,"1,085 ",14 ,72 ,354 ,166 ,36 ,2 ,5 ,8 ,4 
12071, Spree-Neiße,"6,901 ",42 ,415 ,"2,890 ","1,719 ",155 ,1 ,6 ,42 ,24 ,"2,414 ",14 ,209 ,"1,267 ",924 ,36 ,0 ,2 ,14 ,6 ,"4,487 ",28 ,206 ,"1,622 ",795 ,118 ,1 ,4 ,28 ,17 
12071028, Briesen,25 ,0 ,2 ,13 ,10 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,2 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
12071032, Burg (Spreewald),136 ,0 ,10 ,56 ,32 ,0 ,0 ,0 ,0 ,0 ,93 ,0 ,8 ,40 ,25 ,0 ,0 ,0 ,0 ,0 ,44 ,0 ,2 ,15 ,8 ,0 ,0 ,0 ,0 ,0 
12071041, Dissen-Striesow,39 ,0 ,2 ,18 ,12 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,13 ,9 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
12071044," Döbern, Stadt",193 ,2 ,12 ,88 ,55 ,2 ,0 ,0 ,0 ,0 ,65 ,1 ,7 ,33 ,25 ,0 ,0 ,0 ,0 ,0 ,128 ,0 ,5 ,54 ,30 ,1 ,0 ,0 ,0 ,0 
12071052, Drachhausen,43 ,0 ,2 ,22 ,13 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,1 ,16 ,10 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
12071057," Drebkau, Stadt",276 ,1 ,21 ,106 ,61 ,0 ,0 ,0 ,0 ,0 ,106 ,0 ,12 ,51 ,37 ,0 ,0 ,0 ,0 ,0 ,170 ,1 ,9 ,55 ,24 ,0 ,0 ,0 ,0 ,0 
12071060, Drehnow,16 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,6 ,3 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
12071074, Felixsee,104 ,1 ,9 ,41 ,23 ,0 ,0 ,0 ,0 ,0 ,45 ,0 ,5 ,20 ,13 ,0 ,0 ,0 ,0 ,0 ,59 ,1 ,4 ,21 ,9 ,0 ,0 ,0 ,0 ,0 
12071076," Forst (Lausitz), Stadt","1,518 ",9 ,98 ,569 ,325 ,42 ,0 ,2 ,7 ,5 ,367 ,3 ,41 ,182 ,140 ,7 ,0 ,1 ,2 ,1 ,"1,151 ",6 ,57 ,387 ,185 ,35 ,0 ,1 ,5 ,4 
12071153, Groß Schacksdorf-Simmersdorf,105 ,1 ,4 ,43 ,25 ,1 ,0 ,0 ,1 ,1 ,19 ,0 ,2 ,12 ,9 ,0 ,0 ,0 ,0 ,0 ,86 ,1 ,2 ,31 ,16 ,0 ,0 ,0 ,0 ,0 
12071160," Guben, Stadt","1,401 ",10 ,73 ,596 ,372 ,69 ,0 ,2 ,22 ,12 ,393 ,2 ,28 ,236 ,184 ,17 ,0 ,1 ,8 ,3 ,"1,008 ",8 ,45 ,360 ,188 ,52 ,0 ,1 ,15 ,8 
12071164, Guhrow,15 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
12071176, Heinersbrück,23 ,0 ,1 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,9 ,8 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
12071185, Hornow-Wadelsdorf,22 ,0 ,2 ,14 ,9 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
12071189, Jämlitz-Klein Düben,20 ,0 ,0 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,7 ,4 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 
12071193, Jänschwalde,70 ,0 ,2 ,34 ,22 ,1 ,0 ,0 ,0 ,0 ,33 ,0 ,1 ,18 ,13 ,1 ,0 ,0 ,0 ,0 ,37 ,0 ,1 ,16 ,9 ,0 ,0 ,0 ,0 ,0 
12071244, Kolkwitz,300 ,2 ,17 ,149 ,101 ,7 ,0 ,1 ,3 ,1 ,178 ,2 ,12 ,101 ,79 ,2 ,0 ,0 ,2 ,0 ,122 ,0 ,5 ,48 ,22 ,5 ,0 ,1 ,1 ,1 
12071294, Neiße-Malxetal,83 ,0 ,6 ,37 ,25 ,0 ,0 ,0 ,0 ,0 ,44 ,0 ,3 ,23 ,18 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,2 ,14 ,8 ,0 ,0 ,0 ,0 ,0 
12071301, Neuhausen/Spree,169 ,1 ,14 ,82 ,50 ,1 ,0 ,0 ,1 ,1 ,107 ,1 ,13 ,51 ,35 ,0 ,0 ,0 ,0 ,0 ,62 ,0 ,1 ,32 ,16 ,1 ,0 ,0 ,1 ,1 
12071304," Peitz, Stadt",232 ,1 ,12 ,94 ,54 ,7 ,0 ,0 ,3 ,0 ,83 ,0 ,6 ,41 ,32 ,2 ,0 ,0 ,2 ,0 ,149 ,0 ,6 ,54 ,22 ,5 ,0 ,0 ,1 ,0 
12071337, Schenkendöbern,151 ,0 ,6 ,77 ,45 ,2 ,0 ,0 ,0 ,0 ,84 ,0 ,4 ,47 ,32 ,0 ,0 ,0 ,0 ,0 ,68 ,0 ,2 ,30 ,13 ,2 ,0 ,0 ,0 ,0 
12071341, Schmogrow-Fehrow,38 ,1 ,4 ,14 ,8 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,4 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
12071372," Spremberg, Stadt","1,374 ",8 ,84 ,550 ,309 ,19 ,0 ,1 ,4 ,2 ,401 ,2 ,36 ,198 ,137 ,4 ,0 ,0 ,1 ,0 ,973 ,6 ,48 ,352 ,172 ,15 ,0 ,1 ,4 ,2 
12071384, Tauer,27 ,0 ,3 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
12071386, Teichland,42 ,0 ,2 ,23 ,12 ,0 ,0 ,0 ,0 ,0 ,31 ,0 ,2 ,18 ,11 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
12071392, Tschernitz,80 ,0 ,1 ,41 ,28 ,0 ,0 ,0 ,0 ,0 ,29 ,0 ,1 ,18 ,14 ,0 ,0 ,0 ,0 ,0 ,51 ,0 ,0 ,22 ,14 ,0 ,0 ,0 ,0 ,0 
12071401, Turnow-Preilack,27 ,0 ,1 ,12 ,6 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
12071408," Welzow, Stadt",245 ,2 ,15 ,99 ,51 ,1 ,0 ,0 ,1 ,1 ,63 ,0 ,5 ,32 ,23 ,0 ,0 ,0 ,0 ,0 ,182 ,2 ,10 ,67 ,28 ,1 ,0 ,0 ,1 ,1 
12071412, Werben,58 ,0 ,3 ,30 ,18 ,0 ,0 ,0 ,0 ,0 ,38 ,0 ,3 ,21 ,14 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,9 ,3 ,0 ,0 ,0 ,0 ,0 
12071414, Wiesengrund,69 ,1 ,5 ,36 ,25 ,1 ,0 ,0 ,0 ,0 ,42 ,0 ,4 ,21 ,16 ,0 ,0 ,0 ,0 ,0 ,27 ,1 ,1 ,15 ,9 ,0 ,0 ,0 ,0 ,0 
12072, Teltow-Fläming,"6,850 ",113 ,674 ,"2,517 ","1,520 ",227 ,4 ,18 ,54 ,27 ,"2,315 ",29 ,266 ,"1,033 ",716 ,55 ,1 ,7 ,12 ,8 ,"4,534 ",84 ,407 ,"1,484 ",804 ,172 ,3 ,11 ,42 ,20 
12072002, Am Mellensee,283 ,6 ,23 ,118 ,72 ,4 ,0 ,0 ,2 ,2 ,107 ,2 ,9 ,52 ,40 ,2 ,0 ,0 ,1 ,1 ,176 ,5 ,14 ,66 ,32 ,2 ,0 ,0 ,1 ,1 
12072014," Baruth/Mark, Stadt",176 ,3 ,14 ,72 ,41 ,2 ,0 ,0 ,0 ,0 ,59 ,2 ,8 ,28 ,20 ,0 ,0 ,0 ,0 ,0 ,117 ,1 ,6 ,44 ,22 ,2 ,0 ,0 ,0 ,0 
12072017, Blankenfelde-Mahlow,681 ,13 ,79 ,233 ,148 ,28 ,2 ,6 ,4 ,2 ,326 ,3 ,39 ,134 ,88 ,11 ,0 ,2 ,2 ,1 ,355 ,10 ,41 ,99 ,60 ,18 ,1 ,4 ,2 ,2 
12072053," Dahme/Mark, Stadt",282 ,4 ,23 ,111 ,65 ,2 ,0 ,0 ,0 ,0 ,84 ,0 ,9 ,43 ,33 ,0 ,0 ,0 ,0 ,0 ,198 ,4 ,15 ,67 ,32 ,2 ,0 ,0 ,0 ,0 
12072055, Dahmetal,17 ,0 ,1 ,8 ,6 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,3 ,0 ,0 ,0 ,0 ,0 
12072120, Großbeeren,150 ,1 ,13 ,59 ,39 ,8 ,0 ,1 ,1 ,1 ,90 ,1 ,11 ,38 ,29 ,6 ,0 ,1 ,1 ,1 ,60 ,1 ,2 ,20 ,10 ,1 ,0 ,0 ,0 ,0 
12072157, Ihlow,25 ,0 ,1 ,13 ,8 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,1 ,7 ,5 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
12072169," Jüterbog, Stadt",776 ,14 ,86 ,285 ,164 ,16 ,0 ,1 ,5 ,1 ,199 ,3 ,27 ,87 ,62 ,3 ,0 ,0 ,0 ,0 ,577 ,11 ,59 ,198 ,102 ,14 ,0 ,1 ,5 ,1 
12072232," Luckenwalde, Stadt","1,379 ",21 ,133 ,473 ,276 ,61 ,2 ,4 ,15 ,6 ,301 ,3 ,38 ,135 ,92 ,8 ,0 ,1 ,3 ,2 ,"1,078 ",18 ,95 ,338 ,184 ,53 ,1 ,3 ,13 ,5 
12072240," Ludwigsfelde, Stadt",941 ,13 ,102 ,326 ,197 ,48 ,0 ,3 ,11 ,6 ,318 ,4 ,42 ,129 ,91 ,9 ,0 ,2 ,1 ,1 ,623 ,9 ,60 ,197 ,106 ,39 ,0 ,1 ,10 ,5 
12072297, Niedergörsdorf,402 ,7 ,32 ,149 ,85 ,14 ,0 ,1 ,4 ,1 ,91 ,2 ,7 ,42 ,26 ,2 ,0 ,0 ,0 ,0 ,311 ,5 ,25 ,108 ,59 ,12 ,0 ,0 ,3 ,1 
12072298, Niederer Fläming,131 ,0 ,6 ,63 ,43 ,1 ,0 ,0 ,0 ,0 ,63 ,0 ,3 ,37 ,26 ,1 ,0 ,0 ,0 ,0 ,68 ,0 ,3 ,26 ,16 ,0 ,0 ,0 ,0 ,0 
12072312, Nuthe-Urstromtal,231 ,2 ,14 ,113 ,70 ,3 ,0 ,0 ,1 ,0 ,120 ,0 ,8 ,67 ,49 ,1 ,0 ,0 ,1 ,0 ,111 ,1 ,7 ,46 ,21 ,2 ,0 ,0 ,0 ,0 
12072340, Rangsdorf,235 ,2 ,22 ,84 ,50 ,7 ,0 ,1 ,1 ,0 ,122 ,2 ,13 ,52 ,32 ,4 ,0 ,0 ,1 ,0 ,113 ,0 ,8 ,32 ,18 ,3 ,0 ,0 ,0 ,0 
12072426," Trebbin, Stadt",343 ,5 ,26 ,136 ,89 ,5 ,0 ,0 ,2 ,1 ,138 ,2 ,13 ,64 ,43 ,1 ,0 ,0 ,0 ,0 ,205 ,3 ,13 ,72 ,46 ,4 ,0 ,0 ,2 ,1 
12072477," Zossen, Stadt",797 ,20 ,99 ,274 ,168 ,29 ,0 ,1 ,9 ,6 ,276 ,5 ,40 ,113 ,77 ,7 ,0 ,0 ,3 ,2 ,521 ,15 ,59 ,161 ,91 ,21 ,0 ,1 ,6 ,4 
12073, Uckermark,"10,280 ",114 ,812 ,"4,152 ","2,591 ",223 ,3 ,12 ,53 ,32 ,"2,649 ",23 ,288 ,"1,342 ",952 ,45 ,1 ,4 ,9 ,6 ,"7,631 ",91 ,524 ,"2,810 ","1,639 ",178 ,2 ,8 ,45 ,26 
12073008," Angermünde, Stadt","1,100 ",16 ,102 ,428 ,267 ,6 ,0 ,1 ,1 ,0 ,293 ,3 ,31 ,146 ,104 ,1 ,0 ,0 ,0 ,0 ,807 ,13 ,70 ,283 ,163 ,5 ,0 ,1 ,1 ,0 
12073032, Berkholz-Meyenburg,35 ,0 ,2 ,18 ,14 ,0 ,0 ,0 ,0 ,0 ,28 ,0 ,2 ,17 ,13 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
12073069, Boitzenburger Land,272 ,2 ,18 ,126 ,73 ,0 ,0 ,0 ,0 ,0 ,87 ,0 ,8 ,39 ,21 ,0 ,0 ,0 ,0 ,0 ,185 ,1 ,10 ,86 ,52 ,0 ,0 ,0 ,0 ,0 
12073085," Brüssow, Stadt",154 ,1 ,9 ,73 ,49 ,7 ,0 ,0 ,2 ,1 ,44 ,1 ,5 ,24 ,17 ,4 ,0 ,0 ,1 ,0 ,110 ,0 ,4 ,49 ,31 ,4 ,0 ,0 ,1 ,1 
12073093, Carmzow-Wallmow,60 ,1 ,5 ,23 ,11 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,46 ,0 ,3 ,17 ,6 ,0 ,0 ,0 ,0 ,0 
12073097, Casekow,185 ,4 ,14 ,84 ,57 ,1 ,0 ,0 ,0 ,0 ,53 ,1 ,6 ,28 ,19 ,1 ,0 ,0 ,0 ,0 ,132 ,4 ,9 ,56 ,38 ,1 ,0 ,0 ,0 ,0 
12073157, Flieth-Stegelitz,40 ,0 ,1 ,19 ,14 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,0 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,0 ,10 ,7 ,0 ,0 ,0 ,0 ,0 
12073189," Gartz (Oder), Stadt",188 ,1 ,15 ,91 ,64 ,9 ,0 ,0 ,1 ,1 ,59 ,0 ,4 ,35 ,26 ,4 ,0 ,0 ,0 ,0 ,128 ,1 ,10 ,56 ,38 ,6 ,0 ,0 ,1 ,1 
12073201, Gerswalde,120 ,1 ,6 ,50 ,26 ,2 ,0 ,0 ,1 ,0 ,33 ,0 ,4 ,12 ,7 ,0 ,0 ,0 ,0 ,0 ,86 ,0 ,3 ,38 ,19 ,2 ,0 ,0 ,1 ,0 
12073216, Göritz,61 ,1 ,3 ,28 ,19 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,2 ,16 ,14 ,0 ,0 ,0 ,0 ,0 ,36 ,1 ,1 ,12 ,5 ,0 ,0 ,0 ,0 ,0 
12073225, Gramzow,127 ,1 ,11 ,57 ,39 ,0 ,0 ,0 ,0 ,0 ,36 ,0 ,4 ,18 ,14 ,0 ,0 ,0 ,0 ,0 ,91 ,0 ,7 ,39 ,25 ,0 ,0 ,0 ,0 ,0 
12073261, Grünow,60 ,0 ,2 ,37 ,21 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,2 ,15 ,11 ,0 ,0 ,0 ,0 ,0 ,38 ,0 ,0 ,22 ,10 ,0 ,0 ,0 ,0 ,0 
12073309, Hohenselchow-Groß Pinnow,76 ,1 ,4 ,32 ,20 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,9 ,8 ,1 ,0 ,0 ,0 ,0 ,59 ,1 ,3 ,22 ,13 ,0 ,0 ,0 ,0 ,0 
12073384," Lychen, Stadt",266 ,2 ,17 ,120 ,71 ,1 ,0 ,0 ,0 ,0 ,70 ,0 ,5 ,36 ,24 ,0 ,0 ,0 ,0 ,0 ,196 ,2 ,12 ,84 ,47 ,1 ,0 ,0 ,0 ,0 
12073386, Mark Landin,66 ,1 ,4 ,29 ,17 ,1 ,0 ,0 ,0 ,0 ,32 ,1 ,3 ,19 ,11 ,0 ,0 ,0 ,0 ,0 ,35 ,0 ,1 ,10 ,6 ,1 ,0 ,0 ,0 ,0 
12073393, Mescherin,64 ,1 ,5 ,32 ,16 ,4 ,0 ,1 ,0 ,0 ,16 ,0 ,1 ,9 ,7 ,3 ,0 ,1 ,0 ,0 ,48 ,1 ,4 ,23 ,10 ,1 ,0 ,0 ,0 ,0 
12073396, Milmersdorf,124 ,1 ,9 ,55 ,30 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,3 ,20 ,13 ,0 ,0 ,0 ,0 ,0 ,90 ,1 ,6 ,36 ,17 ,0 ,0 ,0 ,0 ,0 
12073404, Mittenwalde,51 ,0 ,1 ,27 ,20 ,0 ,0 ,0 ,0 ,0 ,12 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,0 ,23 ,18 ,0 ,0 ,0 ,0 ,0 
12073429, Nordwestuckermark,336 ,2 ,21 ,134 ,77 ,2 ,0 ,0 ,1 ,0 ,116 ,0 ,12 ,56 ,38 ,1 ,0 ,0 ,0 ,0 ,220 ,2 ,9 ,78 ,38 ,2 ,0 ,0 ,1 ,0 
12073430, Oberuckersee,132 ,2 ,9 ,62 ,37 ,1 ,0 ,0 ,0 ,0 ,45 ,0 ,4 ,28 ,21 ,1 ,0 ,0 ,0 ,0 ,86 ,2 ,5 ,34 ,16 ,0 ,0 ,0 ,0 ,0 
12073440, Pinnow,70 ,0 ,6 ,28 ,14 ,2 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,54 ,0 ,4 ,21 ,10 ,2 ,0 ,0 ,0 ,0 
12073452," Prenzlau, Stadt","1,778 ",24 ,163 ,621 ,386 ,37 ,1 ,2 ,9 ,6 ,389 ,5 ,57 ,174 ,131 ,6 ,0 ,1 ,2 ,2 ,"1,389 ",19 ,106 ,447 ,256 ,31 ,1 ,2 ,7 ,4 
